name,country,region,population
Sultan Mahmud (minister),Myanmar,SOUTHEAST ASIA,55.4
Maran Brang Seng,Myanmar,SOUTHEAST ASIA,55.4
Gani Markan,Myanmar,SOUTHEAST ASIA,55.4
Maw Htun Aung,Myanmar,SOUTHEAST ASIA,55.4
"Myint Swe (politician, born 1965)",Myanmar,SOUTHEAST ASIA,55.4
Myo Yan Naung Thein,Myanmar,SOUTHEAST ASIA,55.4
Naw Ohn Hla,Myanmar,SOUTHEAST ASIA,55.4
Nay Myo Wai,Myanmar,SOUTHEAST ASIA,55.4
Nay Zin Lat,Myanmar,SOUTHEAST ASIA,55.4
Kyaw Ni,Myanmar,SOUTHEAST ASIA,55.4
Nyi Sein,Myanmar,SOUTHEAST ASIA,55.4
Nyo Nyo Thin,Myanmar,SOUTHEAST ASIA,55.4
Pu Pa Thang,Myanmar,SOUTHEAST ASIA,55.4
San Tun,Myanmar,SOUTHEAST ASIA,55.4
Sao Sanda,Myanmar,SOUTHEAST ASIA,55.4
Sasa (politician),Myanmar,SOUTHEAST ASIA,55.4
Saw Sa,Myanmar,SOUTHEAST ASIA,55.4
Saya Gyi U Nu,Myanmar,SOUTHEAST ASIA,55.4
"Sein Win (politician, born 1944)",Myanmar,SOUTHEAST ASIA,55.4
Mya Lay Sein,Myanmar,SOUTHEAST ASIA,55.4
Sao Seng Suk,Myanmar,SOUTHEAST ASIA,55.4
Shwe Ohn,Myanmar,SOUTHEAST ASIA,55.4
Soe Moe Hlaing,Myanmar,SOUTHEAST ASIA,55.4
Sultan Ahmed (Burmese politician),Myanmar,SOUTHEAST ASIA,55.4
Naw Susanna Hla Hla Soe,Myanmar,SOUTHEAST ASIA,55.4
Tan Yu Sai,Myanmar,SOUTHEAST ASIA,55.4
Taw Phaya Galay,Myanmar,SOUTHEAST ASIA,55.4
Tayzar San,Myanmar,SOUTHEAST ASIA,55.4
Than Nyein,Myanmar,SOUTHEAST ASIA,55.4
Than Sein,Myanmar,SOUTHEAST ASIA,55.4
Than Win,Myanmar,SOUTHEAST ASIA,55.4
Thaung Tun (politician),Myanmar,SOUTHEAST ASIA,55.4
Baganset U Thaw,Myanmar,SOUTHEAST ASIA,55.4
Thein Maung,Myanmar,SOUTHEAST ASIA,55.4
Thein Nyunt (politician),Myanmar,SOUTHEAST ASIA,55.4
Thet Win Aung,Myanmar,SOUTHEAST ASIA,55.4
Thirty Comrades,Myanmar,SOUTHEAST ASIA,55.4
Tin Aye,Myanmar,SOUTHEAST ASIA,55.4
Tu Hkawng,Myanmar,SOUTHEAST ASIA,55.4
Wai Moe Naing,Myanmar,SOUTHEAST ASIA,55.4
Win Ko Ko Latt,Myanmar,SOUTHEAST ASIA,55.4
Maung Wuntha,Myanmar,SOUTHEAST ASIA,55.4
Yawd Serk,Myanmar,SOUTHEAST ASIA,55.4
Za Hlei Thang,Myanmar,SOUTHEAST ASIA,55.4
Zaw Htay,Myanmar,SOUTHEAST ASIA,55.4
Zura Begum,Myanmar,SOUTHEAST ASIA,55.4
Pierre Baranyanka,Burundi,EASTERN AFRICA,13.2
Joseph Biroli,Burundi,EASTERN AFRICA,13.2
Evelyne Butoyi,Burundi,EASTERN AFRICA,13.2
Joseph Cimpaye,Burundi,EASTERN AFRICA,13.2
Edouard Nduwimana,Burundi,EASTERN AFRICA,13.2
Gervais Nyangoma,Burundi,EASTERN AFRICA,13.2
Gérard Mfuranzima,Burundi,EASTERN AFRICA,13.2
Cyrille Ndayirukiye,Burundi,EASTERN AFRICA,13.2
Révérien Ndikuriyo,Burundi,EASTERN AFRICA,13.2
Tharcisse Niyongabo,Burundi,EASTERN AFRICA,13.2
Gabriel Nizigama,Burundi,EASTERN AFRICA,13.2
Jean-Baptiste Ntidendereza,Burundi,EASTERN AFRICA,13.2
Ririkumutima,Burundi,EASTERN AFRICA,13.2
Agathon Rwasa,Burundi,EASTERN AFRICA,13.2
Imelde Sabushimike,Burundi,EASTERN AFRICA,13.2
Alexis Sinduhije,Burundi,EASTERN AFRICA,13.2
Ang Vong Vathana,Cambodia,SOUTHEAST ASIA,17.0
Samheng Boros,Cambodia,SOUTHEAST ASIA,17.0
Bun Chanmol,Cambodia,SOUTHEAST ASIA,17.0
Chem Snguon,Cambodia,SOUTHEAST ASIA,17.0
Chhan Sokhom,Cambodia,SOUTHEAST ASIA,17.0
Chuon Saodi,Cambodia,SOUTHEAST ASIA,17.0
Duong Sam Ol,Cambodia,SOUTHEAST ASIA,17.0
Ieu Koeus,Cambodia,SOUTHEAST ASIA,17.0
Ith Samheng,Cambodia,SOUTHEAST ASIA,17.0
Khem Veasna,Cambodia,SOUTHEAST ASIA,17.0
Kou Roun,Cambodia,SOUTHEAST ASIA,17.0
Daran Kravanh,Cambodia,SOUTHEAST ASIA,17.0
Lon Nil,Cambodia,SOUTHEAST ASIA,17.0
Mao Ayuth,Cambodia,SOUTHEAST ASIA,17.0
Neav Sithong,Cambodia,SOUTHEAST ASIA,17.0
Ngoun Chhay Kry,Cambodia,SOUTHEAST ASIA,17.0
Norodom Norindeth,Cambodia,SOUTHEAST ASIA,17.0
Norodom Phurissara,Cambodia,SOUTHEAST ASIA,17.0
Oung Ouen,Cambodia,SOUTHEAST ASIA,17.0
Phlek Chhat,Cambodia,SOUTHEAST ASIA,17.0
Ponn Vongs Vaddey,Cambodia,SOUTHEAST ASIA,17.0
Samheng Bora,Cambodia,SOUTHEAST ASIA,17.0
Say Phouthang,Cambodia,SOUTHEAST ASIA,17.0
Sisowath Youtevong,Cambodia,SOUTHEAST ASIA,17.0
So Nem,Cambodia,SOUTHEAST ASIA,17.0
Tep Hun,Cambodia,SOUTHEAST ASIA,17.0
Tep Phan,Cambodia,SOUTHEAST ASIA,17.0
Tep Vattho,Cambodia,SOUTHEAST ASIA,17.0
Thiounn,Cambodia,SOUTHEAST ASIA,17.0
Touch Kim,Cambodia,SOUTHEAST ASIA,17.0
Truong Cang,Cambodia,SOUTHEAST ASIA,17.0
Tuot Saron,Cambodia,SOUTHEAST ASIA,17.0
Uch Ven,Cambodia,SOUTHEAST ASIA,17.0
Uk Vithun,Cambodia,SOUTHEAST ASIA,17.0
Ung Hong Sath,Cambodia,SOUTHEAST ASIA,17.0
Veng Sakhon,Cambodia,SOUTHEAST ASIA,17.0
Yat Hwaidi,Cambodia,SOUTHEAST ASIA,17.0
Marie Catherine Abena,Cameroon,MIDDLE AFRICA,28.1
Haman Adama,Cameroon,MIDDLE AFRICA,28.1
Vincent de Paul Ahanda,Cameroon,MIDDLE AFRICA,28.1
Ahmadou Ahidjo,Cameroon,MIDDLE AFRICA,28.1
Joseph Beti Assomo,Cameroon,MIDDLE AFRICA,28.1
Charles Ateba Eyene,Cameroon,MIDDLE AFRICA,28.1
Olivier Bilé,Cameroon,MIDDLE AFRICA,28.1
Dsamou Micheline,Cameroon,MIDDLE AFRICA,28.1
Lawrence Fonka Shang,Cameroon,MIDDLE AFRICA,28.1
Victor Fotso,Cameroon,MIDDLE AFRICA,28.1
Séraphin Magloire Fouda,Cameroon,MIDDLE AFRICA,28.1
Lucy Gwanmesia,Cameroon,MIDDLE AFRICA,28.1
Njomgang Isaac,Cameroon,MIDDLE AFRICA,28.1
René Jam Afane,Cameroon,MIDDLE AFRICA,28.1
Augustine Ngom Jua,Cameroon,MIDDLE AFRICA,28.1
Paul Monyonge Kale,Cameroon,MIDDLE AFRICA,28.1
Enanga Kebbi,Cameroon,MIDDLE AFRICA,28.1
Pierre Kotouo,Cameroon,MIDDLE AFRICA,28.1
Laurentine Mbede,Cameroon,MIDDLE AFRICA,28.1
Albert Mbida,Cameroon,MIDDLE AFRICA,28.1
Ibrahim Mbombo Njoya,Cameroon,MIDDLE AFRICA,28.1
Clémentine Ananga Messina,Cameroon,MIDDLE AFRICA,28.1
Ousmane Mey,Cameroon,MIDDLE AFRICA,28.1
Victor Mukete,Cameroon,MIDDLE AFRICA,28.1
Bernard Muna,Cameroon,MIDDLE AFRICA,28.1
Jerôme Mvondo,Cameroon,MIDDLE AFRICA,28.1
Anne Marthe Mvoto,Cameroon,MIDDLE AFRICA,28.1
Hermine Patricia Tomaïno Ndam Njoya,Cameroon,MIDDLE AFRICA,28.1
Pierre Ngayewang,Cameroon,MIDDLE AFRICA,28.1
John Ebong Ngole,Cameroon,MIDDLE AFRICA,28.1
Xavier Ngoubeyou,Cameroon,MIDDLE AFRICA,28.1
Victor Anomah Ngu,Cameroon,MIDDLE AFRICA,28.1
Julienne Niat,Cameroon,MIDDLE AFRICA,28.1
Dorothy L. Njeuma,Cameroon,MIDDLE AFRICA,28.1
Bernard Njonga,Cameroon,MIDDLE AFRICA,28.1
Arouna N'Joya,Cameroon,MIDDLE AFRICA,28.1
Edouard Nomo-Ongolo,Cameroon,MIDDLE AFRICA,28.1
Antoine Ntsimi,Cameroon,MIDDLE AFRICA,28.1
André Ngongang Ouandji,Cameroon,MIDDLE AFRICA,28.1
Paul Pondi,Cameroon,MIDDLE AFRICA,28.1
Félix Sabal Lecco (politician),Cameroon,MIDDLE AFRICA,28.1
François Sengat-Kuo,Cameroon,MIDDLE AFRICA,28.1
Madeleine Tchuente,Cameroon,MIDDLE AFRICA,28.1
Félix Tonye Mbog,Cameroon,MIDDLE AFRICA,28.1
Kah Walla,Cameroon,MIDDLE AFRICA,28.1
Zakiatou Djamo,Cameroon,MIDDLE AFRICA,28.1
José Manuel Gomes Andrade,Cape Verde,WESTERN AFRICA,0.6
Honório Barreto,Cape Verde,WESTERN AFRICA,0.6
Pedro Fernandes Lopes,Cape Verde,WESTERN AFRICA,0.6
Januaria Moreira,Cape Verde,WESTERN AFRICA,0.6
Paulo Rocha (Cape Verde politician),Cape Verde,WESTERN AFRICA,0.6
Gilberto Correia Carvalho Silva,Cape Verde,WESTERN AFRICA,0.6
Luís Filipe Tavares,Cape Verde,WESTERN AFRICA,0.6
Carlos de Vasconcelos,Cape Verde,WESTERN AFRICA,0.6
Abraão Vicente,Cape Verde,WESTERN AFRICA,0.6
Jean-Bédel Bokassa,Central African Republic,MIDDLE AFRICA,6.2
Antoine Darlan,Central African Republic,MIDDLE AFRICA,6.2
Georges Darlan,Central African Republic,MIDDLE AFRICA,6.2
Catherine Denguiadé,Central African Republic,MIDDLE AFRICA,6.2
Henri-Marie Dondra,Central African Republic,MIDDLE AFRICA,6.2
Saif Durbar,Central African Republic,MIDDLE AFRICA,6.2
Gaston N'Guérékata,Central African Republic,MIDDLE AFRICA,6.2
Jean-Benoît Gonda,Central African Republic,MIDDLE AFRICA,6.2
Hassan Al Habib,Central African Republic,MIDDLE AFRICA,6.2
Rodolphe Iddi Lala,Central African Republic,MIDDLE AFRICA,6.2
Désiré Kolingba,Central African Republic,MIDDLE AFRICA,6.2
Tchakpa M'brede,Central African Republic,MIDDLE AFRICA,6.2
Karim Meckassoua,Central African Republic,MIDDLE AFRICA,6.2
Abakar Sabone,Central African Republic,MIDDLE AFRICA,6.2
Levy Yakete,Central African Republic,MIDDLE AFRICA,6.2
Achta Ahmat Bremé,Chad,MIDDLE AFRICA,18.3
Kamougue Assoum,Chad,MIDDLE AFRICA,18.3
Christian Georges Diguimbaye,Chad,MIDDLE AFRICA,18.3
Firmin Djidingar,Chad,MIDDLE AFRICA,18.3
Roger Djikisna,Chad,MIDDLE AFRICA,18.3
Issa Doubragne,Chad,MIDDLE AFRICA,18.3
Moussa Faki,Chad,MIDDLE AFRICA,18.3
Arabi El Goni,Chad,MIDDLE AFRICA,18.3
Isabelle Kassire,Chad,MIDDLE AFRICA,18.3
Oueddei Kichidemi,Chad,MIDDLE AFRICA,18.3
Alphonse Kotiga,Chad,MIDDLE AFRICA,18.3
Baba Laddé,Chad,MIDDLE AFRICA,18.3
Nadji Madou,Chad,MIDDLE AFRICA,18.3
Mahmoud Ali Seid,Chad,MIDDLE AFRICA,18.3
Mariam Mahamat Nour,Chad,MIDDLE AFRICA,18.3
Laoukein Kourayo Médard,Chad,MIDDLE AFRICA,18.3
Abbo Nassour,Chad,MIDDLE AFRICA,18.3
Tahir Hamid Nguilin,Chad,MIDDLE AFRICA,18.3
Quatre Sou Quatre,Chad,MIDDLE AFRICA,18.3
François Tombalbaye,Chad,MIDDLE AFRICA,18.3
Saadie Goukouni Weddeye,Chad,MIDDLE AFRICA,18.3
Alejandro Serani Burgos,Chile,SOUTH AMERICA,20.0
Beltrán Mathieu,Chile,SOUTH AMERICA,20.0
Alexandra Benado,Chile,SOUTH AMERICA,20.0
Rolando Calderón,Chile,SOUTH AMERICA,20.0
Eugenio Cantuarias,Chile,SOUTH AMERICA,20.0
Carlos Balmaceda Saavedra,Chile,SOUTH AMERICA,20.0
Jorge Cauas,Chile,SOUTH AMERICA,20.0
Alberto Cooper,Chile,SOUTH AMERICA,20.0
Fernando Cordero Rusque,Chile,SOUTH AMERICA,20.0
Juan de Dios Correa de Saa,Chile,SOUTH AMERICA,20.0
María Silvia Correa Marín,Chile,SOUTH AMERICA,20.0
Álvaro Covarrubias,Chile,SOUTH AMERICA,20.0
Pedro Nolasco Cruz Vergara,Chile,SOUTH AMERICA,20.0
Jose Fernandez Dubrock,Chile,SOUTH AMERICA,20.0
Juan Egaña,Chile,SOUTH AMERICA,20.0
Sergio Fernández Fernández,Chile,SOUTH AMERICA,20.0
Ángel Flisfisch,Chile,SOUTH AMERICA,20.0
Jaime Gazmuri,Chile,SOUTH AMERICA,20.0
Carlos González Márquez,Chile,SOUTH AMERICA,20.0
"David Henríquez (footballer, born 1977)",Chile,SOUTH AMERICA,20.0
Alejandra Bravo Hidalgo,Chile,SOUTH AMERICA,20.0
Checho Hirane,Chile,SOUTH AMERICA,20.0
Ricardo Hormazábal,Chile,SOUTH AMERICA,20.0
Aucán Huilcamán,Chile,SOUTH AMERICA,20.0
Liliana Jadue,Chile,SOUTH AMERICA,20.0
Andrés Jouannet,Chile,SOUTH AMERICA,20.0
Antonio Leal Labrín,Chile,SOUTH AMERICA,20.0
Graciela Mandujano,Chile,SOUTH AMERICA,20.0
Daniel Manouchehri,Chile,SOUTH AMERICA,20.0
Rodrigo Mundaca,Chile,SOUTH AMERICA,20.0
Sergio Ortega (composer),Chile,SOUTH AMERICA,20.0
Manuel Ossa Ruiz,Chile,SOUTH AMERICA,20.0
Miguel Otero Lathrop,Chile,SOUTH AMERICA,20.0
Sergio Páez Verdugo,Chile,SOUTH AMERICA,20.0
Luis Palacios Rossini,Chile,SOUTH AMERICA,20.0
Héctor Parra (footballer),Chile,SOUTH AMERICA,20.0
Ignacio Pérez Walker,Chile,SOUTH AMERICA,20.0
Bernhard Eunom Philippi,Chile,SOUTH AMERICA,20.0
Germán Picó Cañas,Chile,SOUTH AMERICA,20.0
Tancredo Pinochet,Chile,SOUTH AMERICA,20.0
Jaime Pizarro,Chile,SOUTH AMERICA,20.0
Roberto Poblete,Chile,SOUTH AMERICA,20.0
Francisco Prat Alemparte,Chile,SOUTH AMERICA,20.0
Pablo Prieto,Chile,SOUTH AMERICA,20.0
Valentina Quiroga,Chile,SOUTH AMERICA,20.0
Patricio Rey Sommer,Chile,SOUTH AMERICA,20.0
Claudio Reyes,Chile,SOUTH AMERICA,20.0
Mario Ríos Santander,Chile,SOUTH AMERICA,20.0
Jennifer Rojas,Chile,SOUTH AMERICA,20.0
Miguel Schweitzer Walters,Chile,SOUTH AMERICA,20.0
Loreto Silva,Chile,SOUTH AMERICA,20.0
Roberto Thieme,Chile,SOUTH AMERICA,20.0
Manuel Antonio Tocornal,Chile,SOUTH AMERICA,20.0
Ramón Vega Hidalgo,Chile,SOUTH AMERICA,20.0
Juan de Dios Vial del Río,Chile,SOUTH AMERICA,20.0
Claudio Vicuña Subercaseaux,Chile,SOUTH AMERICA,20.0
Hernán Vodanovic,Chile,SOUTH AMERICA,20.0
Chris Watson,Chile,SOUTH AMERICA,20.0
Sergio Zarzar Andonie,Chile,SOUTH AMERICA,20.0
Cao Lihuai,China,EAST ASIA,1411.3
Fu Wenhua,China,EAST ASIA,1411.3
Gu Shu,China,EAST ASIA,1411.3
Hang Yihong,China,EAST ASIA,1411.3
Hao Hongjun,China,EAST ASIA,1411.3
Hoi Lai Fong,China,EAST ASIA,1411.3
Hu Fuming,China,EAST ASIA,1411.3
Jiao Xiaoping,China,EAST ASIA,1411.3
Lin Shengzhong,China,EAST ASIA,1411.3
Lu Feng (politician),China,EAST ASIA,1411.3
Shi Ping (politician),China,EAST ASIA,1411.3
Wang Liyan,China,EAST ASIA,1411.3
Wang Yonghong,China,EAST ASIA,1411.3
"Wang Wei (politician, born 1974)",China,EAST ASIA,1411.3
Wei Wenhui,China,EAST ASIA,1411.3
Zhang Lin (general),China,EAST ASIA,1411.3
José Manuel Restrepo Abondano,Colombia,SOUTH AMERICA,52.2
Yahir Acuña,Colombia,SOUTH AMERICA,52.2
Iván Darío Agudelo,Colombia,SOUTH AMERICA,52.2
Carlos Mario Álvarez,Colombia,SOUTH AMERICA,52.2
Rafael Francisco Amador Campos,Colombia,SOUTH AMERICA,52.2
Julio Arboleda Pombo,Colombia,SOUTH AMERICA,52.2
Justo Arosemena Quesada,Colombia,SOUTH AMERICA,52.2
Germán Blanco Álvarez,Colombia,SOUTH AMERICA,52.2
Manuel José Bonnet,Colombia,SOUTH AMERICA,52.2
Wilson Borja,Colombia,SOUTH AMERICA,52.2
Gloria María Borrero,Colombia,SOUTH AMERICA,52.2
Carlos Fernando Galán,Colombia,SOUTH AMERICA,52.2
José Eusebio Caro,Colombia,SOUTH AMERICA,52.2
Ana María Castañeda,Colombia,SOUTH AMERICA,52.2
Iván Cepeda,Colombia,SOUTH AMERICA,52.2
Juan José Chaux Mosquera,Colombia,SOUTH AMERICA,52.2
Vicky Colbert,Colombia,SOUTH AMERICA,52.2
Alejandro Corrales Escobar,Colombia,SOUTH AMERICA,52.2
Alfredo Cuello Baute,Colombia,SOUTH AMERICA,52.2
Alfonso Dávila Ortiz,Colombia,SOUTH AMERICA,52.2
Luis Eduardo Díaz Granados,Colombia,SOUTH AMERICA,52.2
Olga Duque de Ospina,Colombia,SOUTH AMERICA,52.2
Eduardo Wiesner Durán,Colombia,SOUTH AMERICA,52.2
Eduardo Enríquez Maya,Colombia,SOUTH AMERICA,52.2
Miguel Amín Escaf,Colombia,SOUTH AMERICA,52.2
Juan Carlos Esguerra Portocarrero,Colombia,SOUTH AMERICA,52.2
Claudio Galán Pachón,Colombia,SOUTH AMERICA,52.2
Juan García del Río,Colombia,SOUTH AMERICA,52.2
Daniel García-Peña,Colombia,SOUTH AMERICA,52.2
Lucy Inés García,Colombia,SOUTH AMERICA,52.2
Yaneth Giha Tovar,Colombia,SOUTH AMERICA,52.2
Enrique Gil Botero,Colombia,SOUTH AMERICA,52.2
Guillermo González (politician),Colombia,SOUTH AMERICA,52.2
Bernardo Guerra Serna,Colombia,SOUTH AMERICA,52.2
Carlos Mauro Hoyos,Colombia,SOUTH AMERICA,52.2
Augusto Ibáñez Guzmán,Colombia,SOUTH AMERICA,52.2
Gilma Jiménez,Colombia,SOUTH AMERICA,52.2
Roberto Junguito,Colombia,SOUTH AMERICA,52.2
Maria Claudia Lacouture,Colombia,SOUTH AMERICA,52.2
Rodrigo Lara,Colombia,SOUTH AMERICA,52.2
Rodrigo Hernán Lloreda Caicedo,Colombia,SOUTH AMERICA,52.2
Francisco José Lloreda Mera,Colombia,SOUTH AMERICA,52.2
Fernando Londoño,Colombia,SOUTH AMERICA,52.2
Jorge Eduardo Londoño,Colombia,SOUTH AMERICA,52.2
"Jorge Miguel Lozano, Marquis of San Jorge",Colombia,SOUTH AMERICA,52.2
David Luna Sánchez,Colombia,SOUTH AMERICA,52.2
Mariano Arosemena,Colombia,SOUTH AMERICA,52.2
Iván Marulanda,Colombia,SOUTH AMERICA,52.2
Carlos Eduardo Medellín Becerra,Colombia,SOUTH AMERICA,52.2
Germán Montoya Vélez,Colombia,SOUTH AMERICA,52.2
Lorenzo Muelas,Colombia,SOUTH AMERICA,52.2
Narciso Matus Torres,Colombia,SOUTH AMERICA,52.2
Elsa Noguera,Colombia,SOUTH AMERICA,52.2
Antonio Ordóñez Plaja,Colombia,SOUTH AMERICA,52.2
Fernando Ospina Hernández,Colombia,SOUTH AMERICA,52.2
Enrique Parejo González,Colombia,SOUTH AMERICA,52.2
Carlos Pizarro Leongómez,Colombia,SOUTH AMERICA,52.2
Daniel Quintero,Colombia,SOUTH AMERICA,52.2
Juan Camilo Quintero,Colombia,SOUTH AMERICA,52.2
Manuel María Ramírez Fortoul,Colombia,SOUTH AMERICA,52.2
Juan José Reyes-Patria Escobar,Colombia,SOUTH AMERICA,52.2
Ricardo Cobo,Colombia,SOUTH AMERICA,52.2
Jorge Enrique Robledo,Colombia,SOUTH AMERICA,52.2
Ángela Robledo,Colombia,SOUTH AMERICA,52.2
Antonio Roldán Betancur,Colombia,SOUTH AMERICA,52.2
Sixta Pontón de Santander,Colombia,SOUTH AMERICA,52.2
Juana de J. Sarmiento,Colombia,SOUTH AMERICA,52.2
Oscar Terán (lawyer),Colombia,SOUTH AMERICA,52.2
Ernesto Macías Tovar,Colombia,SOUTH AMERICA,52.2
Ciro Luis Urriola,Colombia,SOUTH AMERICA,52.2
Ramón Maximiliano Valdés,Colombia,SOUTH AMERICA,52.2
Eduardo Valencia Ospina,Colombia,SOUTH AMERICA,52.2
Cristóbal de Vergara Azcárate,Colombia,SOUTH AMERICA,52.2
José María Vergara y Vergara,Colombia,SOUTH AMERICA,52.2
Estanislao Vergara y Sanz de Santamaría,Colombia,SOUTH AMERICA,52.2
Luis Villar Borda,Colombia,SOUTH AMERICA,52.2
Luis Carlos Villegas Echeverri,Colombia,SOUTH AMERICA,52.2
Roberto Camacho Weberberg,Colombia,SOUTH AMERICA,52.2
Mouzawar Abdallah,Comoros,EASTERN AFRICA,0.9
Moustadroine Abdou,Comoros,EASTERN AFRICA,0.9
Ibrahim Aboubacar,Comoros,EASTERN AFRICA,0.9
Saïd Ibrahim Ben Ali,Comoros,EASTERN AFRICA,0.9
Mohamed Bacar,Comoros,EASTERN AFRICA,0.9
Chamina Ben Mohamed,Comoros,EASTERN AFRICA,0.9
Saïd Mohamed Cheikh,Comoros,EASTERN AFRICA,0.9
Mohamed Dahalani,Comoros,EASTERN AFRICA,0.9
Dhoihir Dhoulkamal,Comoros,EASTERN AFRICA,0.9
Ahmed Ben Said Djaffar,Comoros,EASTERN AFRICA,0.9
Abdou Soulé Elbak,Comoros,EASTERN AFRICA,0.9
Gaston Feuillard,Comoros,EASTERN AFRICA,0.9
Siti Kassim,Comoros,EASTERN AFRICA,0.9
Said Ali Kemal,Comoros,EASTERN AFRICA,0.9
Fouad Mohadji,Comoros,EASTERN AFRICA,0.9
Dawiat Mohamed,Comoros,EASTERN AFRICA,0.9
Sittou Raghadat Mohamed,Comoros,EASTERN AFRICA,0.9
Idi Nadhoim,Comoros,EASTERN AFRICA,0.9
Fahmi Said Ibrahim,Comoros,EASTERN AFRICA,0.9
Djaffar Ahmed Said,Comoros,EASTERN AFRICA,0.9
Abdallah Said Sarouma,Comoros,EASTERN AFRICA,0.9
Mohamed Ali Soilihi,Comoros,EASTERN AFRICA,0.9
Moussa Toybou,Comoros,EASTERN AFRICA,0.9
Léon Angor,Congo,MIDDLE AFRICA,6.1
Joseph Badiabio,Congo,MIDDLE AFRICA,6.1
Frédéric Bintsamou,Congo,MIDDLE AFRICA,6.1
Modeste Boukadia,Congo,MIDDLE AFRICA,6.1
Jean-Jacques Bouya,Congo,MIDDLE AFRICA,6.1
Fidèle Dimou,Congo,MIDDLE AFRICA,6.1
Gabriel Entcha-Ebia,Congo,MIDDLE AFRICA,6.1
Gabriel Valère Eteka Yemet,Congo,MIDDLE AFRICA,6.1
Albert Fourvelle,Congo,MIDDLE AFRICA,6.1
Pascal Gamassa,Congo,MIDDLE AFRICA,6.1
Pierre Goura,Congo,MIDDLE AFRICA,6.1
Gustave Aba-Gandzion,Congo,MIDDLE AFRICA,6.1
Joseph Hondjuila Miokono,Congo,MIDDLE AFRICA,6.1
Zely Pierre Inzoungou-Massanga,Congo,MIDDLE AFRICA,6.1
André Kerhervé,Congo,MIDDLE AFRICA,6.1
Pierre Mabiala,Congo,MIDDLE AFRICA,6.1
Paulin Makaya,Congo,MIDDLE AFRICA,6.1
Jean-Pierre Makouta-Mboukou,Congo,MIDDLE AFRICA,6.1
Jean Malonga,Congo,MIDDLE AFRICA,6.1
André Matsoua,Congo,MIDDLE AFRICA,6.1
Ferdinand Mbahou,Congo,MIDDLE AFRICA,6.1
Justin Mikolo-Kinzonzi,Congo,MIDDLE AFRICA,6.1
Bonaventure Mizidy,Congo,MIDDLE AFRICA,6.1
Émile Mokoko Wongolo,Congo,MIDDLE AFRICA,6.1
Jean-Marie Mokoko,Congo,MIDDLE AFRICA,6.1
René-Dambert Ndouane,Congo,MIDDLE AFRICA,6.1
Jean-Dominique Okemba,Congo,MIDDLE AFRICA,6.1
Denis-Christel Sassou Nguesso,Congo,MIDDLE AFRICA,6.1
Arlette Soudan-Nonault,Congo,MIDDLE AFRICA,6.1
Jean Félix Demba Telo,Congo,MIDDLE AFRICA,6.1
Abel Thauley-Ganga,Congo,MIDDLE AFRICA,6.1
Daniel Aselo,Congo DR,MIDDLE AFRICA,102.3
Jean-Claude Baende,Congo DR,MIDDLE AFRICA,102.3
Bertrand Bisimwa,Congo DR,MIDDLE AFRICA,102.3
Célestin Cibalonza Byaterana,Congo DR,MIDDLE AFRICA,102.3
Martin Parfait Aimé Coussoud-Mavoungou,Congo DR,MIDDLE AFRICA,102.3
Emmanuel Dungia,Congo DR,MIDDLE AFRICA,102.3
Ferdinand Essandja,Congo DR,MIDDLE AFRICA,102.3
Floribert Anzuluni,Congo DR,MIDDLE AFRICA,102.3
Lugi Gizenga,Congo DR,MIDDLE AFRICA,102.3
Clovis Kabongo Malemba,Congo DR,MIDDLE AFRICA,102.3
Odilon Kafitwe wa pa Bowa,Congo DR,MIDDLE AFRICA,102.3
François Nicéphore Kakese,Congo DR,MIDDLE AFRICA,102.3
Kalenga Riziki Lwango II,Congo DR,MIDDLE AFRICA,102.3
Jean Collins Musonda Kalusambo,Congo DR,MIDDLE AFRICA,102.3
Norman Kamosi,Congo DR,MIDDLE AFRICA,102.3
Oscar Kashala,Congo DR,MIDDLE AFRICA,102.3
Banyingela Kasonga,Congo DR,MIDDLE AFRICA,102.3
Tharcisse Kasongo Mwema Yamba-Yamba,Congo DR,MIDDLE AFRICA,102.3
Albert-Joseph Kasongo Wa Kapinga,Congo DR,MIDDLE AFRICA,102.3
Pierre Honoré Kazadi Lukonda Ngube-Ngube,Congo DR,MIDDLE AFRICA,102.3
Jacques Kazadi,Congo DR,MIDDLE AFRICA,102.3
Léon Kengo wa Dondo,Congo DR,MIDDLE AFRICA,102.3
Robert Kidiaba,Congo DR,MIDDLE AFRICA,102.3
Seth Kikuni,Congo DR,MIDDLE AFRICA,102.3
Jean-Pierre Lola Kisanga,Congo DR,MIDDLE AFRICA,102.3
Delphin Kyubwa,Congo DR,MIDDLE AFRICA,102.3
Gabriel Kyungu,Congo DR,MIDDLE AFRICA,102.3
Eric Lenge,Congo DR,MIDDLE AFRICA,102.3
Faustin Luanga,Congo DR,MIDDLE AFRICA,102.3
Guy-Patrice Lumumba,Congo DR,MIDDLE AFRICA,102.3
Sultani Makenga,Congo DR,MIDDLE AFRICA,102.3
Angèle Makombo,Congo DR,MIDDLE AFRICA,102.3
Franck Mwe di Malila,Congo DR,MIDDLE AFRICA,102.3
Anne Mbusu,Congo DR,MIDDLE AFRICA,102.3
Munga Mibindo,Congo DR,MIDDLE AFRICA,102.3
Emile Mota,Congo DR,MIDDLE AFRICA,102.3
Josué Alex Mukendi,Congo DR,MIDDLE AFRICA,102.3
