name,country,region,population
J. G. Philipsz Panditaratne,Sri Lanka,SOUTH ASIA,22.7
Rishi Senthil Raj,Sri Lanka,SOUTH ASIA,22.7
Gotabaya Rajapaksa,Sri Lanka,SOUTH ASIA,22.7
Wilfred Martin Rajapakse,Sri Lanka,SOUTH ASIA,22.7
Vijitha Rohana,Sri Lanka,SOUTH ASIA,22.7
Prasanna Shamal Senarath,Sri Lanka,SOUTH ASIA,22.7
Allan Morley Spaar,Sri Lanka,SOUTH ASIA,22.7
Tamil Progressive Alliance,Sri Lanka,SOUTH ASIA,22.7
O. C. Tillekeratne,Sri Lanka,SOUTH ASIA,22.7
Stanley Tillekeratne,Sri Lanka,SOUTH ASIA,22.7
Up-Country People's Front,Sri Lanka,SOUTH ASIA,22.7
Nalini Weerawanni,Sri Lanka,SOUTH ASIA,22.7
Chandradasa Wijesinghe,Sri Lanka,SOUTH ASIA,22.7
Sirimal Wijesinghe,Sri Lanka,SOUTH ASIA,22.7
Rohana Wijeweera,Sri Lanka,SOUTH ASIA,22.7
Gerard Wijeyekoon,Sri Lanka,SOUTH ASIA,22.7
Adil Abdel Aati,Sudan,NORTHERN AFRICA,48.1
Abdel Fattah al-Maghrabi,Sudan,NORTHERN AFRICA,48.1
Abdel Halim Mohamed,Sudan,NORTHERN AFRICA,48.1
Ahmad Muhammad Salih,Sudan,NORTHERN AFRICA,48.1
Ahmed Mohammed Yassin,Sudan,NORTHERN AFRICA,48.1
Ali wad Hilu,Sudan,NORTHERN AFRICA,48.1
Mirghani Alnasri,Sudan,NORTHERN AFRICA,48.1
Samuel Aru Bol,Sudan,NORTHERN AFRICA,48.1
Tahani Abdalla Attia Gasmalla,Sudan,NORTHERN AFRICA,48.1
Ibrahim Balandiya,Sudan,NORTHERN AFRICA,48.1
Daud Bolad,Sudan,NORTHERN AFRICA,48.1
Bona Malwal,Sudan,NORTHERN AFRICA,48.1
Dardiri Mohammed Osman,Sudan,NORTHERN AFRICA,48.1
Ahmed Diraige,Sudan,NORTHERN AFRICA,48.1
El-Shafie Ahmed el-Sheikh,Sudan,NORTHERN AFRICA,48.1
Bishop Philip Abbas Ghaboush,Sudan,NORTHERN AFRICA,48.1
Zakaria Chol Gideon Gakmar,Sudan,NORTHERN AFRICA,48.1
Shartai Jaafar Abdel Hakam,Sudan,NORTHERN AFRICA,48.1
Ja'afar Abdul El Hakh,Sudan,NORTHERN AFRICA,48.1
Khader Hamad,Sudan,NORTHERN AFRICA,48.1
Khalil Ibrahim,Sudan,NORTHERN AFRICA,48.1
Jarvis Yak,Sudan,NORTHERN AFRICA,48.1
Osman Kebir,Sudan,NORTHERN AFRICA,48.1
George Kongor Arop,Sudan,NORTHERN AFRICA,48.1
Luigi Adwok,Sudan,NORTHERN AFRICA,48.1
Saeed Madibo,Sudan,NORTHERN AFRICA,48.1
Amin Mekki Medani,Sudan,NORTHERN AFRICA,48.1
Jimmy Lemi Milla,Sudan,NORTHERN AFRICA,48.1
Mohamed al-Baghir Ahmed,Sudan,NORTHERN AFRICA,48.1
Mohamed El-Amin Ahmed El-Tom,Sudan,NORTHERN AFRICA,48.1
Mubarak Shaddad,Sudan,NORTHERN AFRICA,48.1
Muhammad al-Mahdi al-Majdhub,Sudan,NORTHERN AFRICA,48.1
Muhammad Sa'id al-Qaddal,Sudan,NORTHERN AFRICA,48.1
Muhammad Sharif (Kalifa),Sudan,NORTHERN AFRICA,48.1
Abdallahi ibn Muhammad,Sudan,NORTHERN AFRICA,48.1
Abdul-Hamid Musa Kasha,Sudan,NORTHERN AFRICA,48.1
Muhammad Nadi Pasha,Sudan,NORTHERN AFRICA,48.1
Theophilus Ochang,Sudan,NORTHERN AFRICA,48.1
Salih Mahmoud Osman,Sudan,NORTHERN AFRICA,48.1
Omer al-Qarray,Sudan,NORTHERN AFRICA,48.1
Santino Deng Teng,Sudan,NORTHERN AFRICA,48.1
Simon Makwac Mayen,Sudan,NORTHERN AFRICA,48.1
Siricio Iro Wani,Sudan,NORTHERN AFRICA,48.1
Eliaba James Surur,Sudan,NORTHERN AFRICA,48.1
Al-Haj Adam Youssef,Sudan,NORTHERN AFRICA,48.1
Yusuf al-Ajab,Sudan,NORTHERN AFRICA,48.1
Abraham Brodersson,Sweden,NORTHERN EUROPE,10.5
Leila Ali Elmi,Sweden,NORTHERN EUROPE,10.5
Bengt Snivil,Sweden,NORTHERN EUROPE,10.5
Rudolf Fredrik Berg,Sweden,NORTHERN EUROPE,10.5
Birger Jarl,Sweden,NORTHERN EUROPE,10.5
Johan Ludvig Boye,Sweden,NORTHERN EUROPE,10.5
Birger Brosa,Sweden,NORTHERN EUROPE,10.5
Axel Brusewitz,Sweden,NORTHERN EUROPE,10.5
Nils Claëson,Sweden,NORTHERN EUROPE,10.5
Petrus Olai Dalekarlus,Sweden,NORTHERN EUROPE,10.5
Christoffer Dulny,Sweden,NORTHERN EUROPE,10.5
Klas Eklund,Sweden,NORTHERN EUROPE,10.5
Martin Ekström,Sweden,NORTHERN EUROPE,10.5
Nils Elowsson,Sweden,NORTHERN EUROPE,10.5
Folke the Fat,Sweden,NORTHERN EUROPE,10.5
Hans Reinhold von Fersen,Sweden,NORTHERN EUROPE,10.5
Hemming Gadh,Sweden,NORTHERN EUROPE,10.5
Gösta Hallberg-Cuula,Sweden,NORTHERN EUROPE,10.5
Evelina Hahne,Sweden,NORTHERN EUROPE,10.5
Greger Helin,Sweden,NORTHERN EUROPE,10.5
Anders Henriksson (politician),Sweden,NORTHERN EUROPE,10.5
Carl P. Herslow,Sweden,NORTHERN EUROPE,10.5
Holmger Knutsson,Sweden,NORTHERN EUROPE,10.5
Albrecht Elof Ihre,Sweden,NORTHERN EUROPE,10.5
Johan Gustaf Helin,Sweden,NORTHERN EUROPE,10.5
Ida Karkiainen,Sweden,NORTHERN EUROPE,10.5
Karl the Deaf,Sweden,NORTHERN EUROPE,10.5
Gustav Kasselstrand,Sweden,NORTHERN EUROPE,10.5
Mats Kettilmundsson,Sweden,NORTHERN EUROPE,10.5
Per Klarberg,Sweden,NORTHERN EUROPE,10.5
Sture Korpi,Sweden,NORTHERN EUROPE,10.5
Henrik Landerholm,Sweden,NORTHERN EUROPE,10.5
Yvonne Lindholm,Sweden,NORTHERN EUROPE,10.5
Peeter Luksep,Sweden,NORTHERN EUROPE,10.5
Vilhelm Lundström (philologist),Sweden,NORTHERN EUROPE,10.5
Eskil Magnusson,Sweden,NORTHERN EUROPE,10.5
Stig Malm,Sweden,NORTHERN EUROPE,10.5
Ture Malmgren,Sweden,NORTHERN EUROPE,10.5
Magnus Minniskiöld,Sweden,NORTHERN EUROPE,10.5
Omar Mustafa,Sweden,NORTHERN EUROPE,10.5
Reto Nause,Sweden,NORTHERN EUROPE,10.5
Sven-Olle Olsson,Sweden,NORTHERN EUROPE,10.5
Vera Oredsson,Sweden,NORTHERN EUROPE,10.5
Gabriel Gustafsson Oxenstierna,Sweden,NORTHERN EUROPE,10.5
Carl Fredrik Pechlin,Sweden,NORTHERN EUROPE,10.5
Carl Piper,Sweden,NORTHERN EUROPE,10.5
Filip Julius Bernhard von Platen,Sweden,NORTHERN EUROPE,10.5
Tomas Polus,Sweden,NORTHERN EUROPE,10.5
Nils Reuterholm,Sweden,NORTHERN EUROPE,10.5
Qristina Ribohn,Sweden,NORTHERN EUROPE,10.5
Oliver Rosengren,Sweden,NORTHERN EUROPE,10.5
Abir Al-Sahlani,Sweden,NORTHERN EUROPE,10.5
Karl Gustaf Scherman,Sweden,NORTHERN EUROPE,10.5
Per Sefastsson,Sweden,NORTHERN EUROPE,10.5
Erik Carlsson Sjöblad,Sweden,NORTHERN EUROPE,10.5
Erik Sparre,Sweden,NORTHERN EUROPE,10.5
Jacob Magnus Sprengtporten,Sweden,NORTHERN EUROPE,10.5
Jimmy Ståhl,Sweden,NORTHERN EUROPE,10.5
Adolf Ludvig Stierneld,Sweden,NORTHERN EUROPE,10.5
Vávra Suk,Sweden,NORTHERN EUROPE,10.5
Peter Sunde,Sweden,NORTHERN EUROPE,10.5
August Tamm,Sweden,NORTHERN EUROPE,10.5
Robert Macfie Thorburn,Sweden,NORTHERN EUROPE,10.5
Jessica Thunander,Sweden,NORTHERN EUROPE,10.5
Lars Törnman,Sweden,NORTHERN EUROPE,10.5
Ulrika Björklund,Sweden,NORTHERN EUROPE,10.5
Fredrik Vejdeland,Sweden,NORTHERN EUROPE,10.5
Gustaf af Wetterstedt,Sweden,NORTHERN EUROPE,10.5
Bertil Zachrisson,Sweden,NORTHERN EUROPE,10.5
Arthur Bally,Switzerland,WESTERN EUROPE,8.8
Gallus Jacob Baumgartner,Switzerland,WESTERN EUROPE,8.8
Jacqueline Berenstein-Wavre,Switzerland,WESTERN EUROPE,8.8
Toni Bortoluzzi,Switzerland,WESTERN EUROPE,8.8
Franz Josef Bucher,Switzerland,WESTERN EUROPE,8.8
Adolf Bühler Jr.,Switzerland,WESTERN EUROPE,8.8
Thomas Burgherr,Switzerland,WESTERN EUROPE,8.8
Achille Casanova,Switzerland,WESTERN EUROPE,8.8
Conradin Cramer,Switzerland,WESTERN EUROPE,8.8
Niklaus Dachselhofer,Switzerland,WESTERN EUROPE,8.8
Denis de la Reussille,Switzerland,WESTERN EUROPE,8.8
Josef Dittli,Switzerland,WESTERN EUROPE,8.8
Ruggero Dollfus,Switzerland,WESTERN EUROPE,8.8
Nina Fehr Düsel,Switzerland,WESTERN EUROPE,8.8
Sigmund von Erlach,Switzerland,WESTERN EUROPE,8.8
Johann Rudolf Faesch,Switzerland,WESTERN EUROPE,8.8
Peter Falck,Switzerland,WESTERN EUROPE,8.8
Annina von Falkenstein,Switzerland,WESTERN EUROPE,8.8
Patricia von Falkenstein,Switzerland,WESTERN EUROPE,8.8
Laurence Fehlmann Rielle,Switzerland,WESTERN EUROPE,8.8
Hans Fehr,Switzerland,WESTERN EUROPE,8.8
Nils Fiechter,Switzerland,WESTERN EUROPE,8.8
Ersilia Fossati,Switzerland,WESTERN EUROPE,8.8
Samuel Frey,Switzerland,WESTERN EUROPE,8.8
Benjamin Giezendanner,Switzerland,WESTERN EUROPE,8.8
Urs Glutz von Blotzheim,Switzerland,WESTERN EUROPE,8.8
Jean-Pierre Grin-Hofmann,Switzerland,WESTERN EUROPE,8.8
Lars Guggisberg,Switzerland,WESTERN EUROPE,8.8
Petermann von Gundoldingen,Switzerland,WESTERN EUROPE,8.8
Martin Haab,Switzerland,WESTERN EUROPE,8.8
Hans-Ulrich Bigler,Switzerland,WESTERN EUROPE,8.8
André Hediger,Switzerland,WESTERN EUROPE,8.8
Heidi Z'graggen,Switzerland,WESTERN EUROPE,8.8
Georg Friedrich Heilmann,Switzerland,WESTERN EUROPE,8.8
Thomas Helbling,Switzerland,WESTERN EUROPE,8.8
David Hess (painter),Switzerland,WESTERN EUROPE,8.8
Karl Otto Hunziker,Switzerland,WESTERN EUROPE,8.8
Jakob Stark,Switzerland,WESTERN EUROPE,8.8
Jean-Pierre Hocké,Switzerland,WESTERN EUROPE,8.8
Walter Kälin,Switzerland,WESTERN EUROPE,8.8
Thomas Knutti,Switzerland,WESTERN EUROPE,8.8
Kris Vietze,Switzerland,WESTERN EUROPE,8.8
Frédéric-César de La Harpe,Switzerland,WESTERN EUROPE,8.8
Georgie Lamon,Switzerland,WESTERN EUROPE,8.8
Hubert Lauper,Switzerland,WESTERN EUROPE,8.8
Paul Lüönd,Switzerland,WESTERN EUROPE,8.8
Martin Hübscher,Switzerland,WESTERN EUROPE,8.8
Ursula Mauch,Switzerland,WESTERN EUROPE,8.8
Jakob Meyer zum Hasen,Switzerland,WESTERN EUROPE,8.8
Kurt Meyer (Lucerne),Switzerland,WESTERN EUROPE,8.8
Simon Michel,Switzerland,WESTERN EUROPE,8.8
Damian Müller,Switzerland,WESTERN EUROPE,8.8
Peter Ochs,Switzerland,WESTERN EUROPE,8.8
Giovanni Orelli,Switzerland,WESTERN EUROPE,8.8
Ludwig Pfyffer,Switzerland,WESTERN EUROPE,8.8
Paul Rechsteiner,Switzerland,WESTERN EUROPE,8.8
Rudolf Rechsteiner,Switzerland,WESTERN EUROPE,8.8
Ital Reding the Elder,Switzerland,WESTERN EUROPE,8.8
Jules Repond,Switzerland,WESTERN EUROPE,8.8
Estelle Revaz,Switzerland,WESTERN EUROPE,8.8
Gebhard Rohner,Switzerland,WESTERN EUROPE,8.8
Eduard August Rübel,Switzerland,WESTERN EUROPE,8.8
Farah Rumy,Switzerland,WESTERN EUROPE,8.8
Vinzenz Rüttimann,Switzerland,WESTERN EUROPE,8.8
Gregor Rutz,Switzerland,WESTERN EUROPE,8.8
Sergio Salvioni,Switzerland,WESTERN EUROPE,8.8
Alfred Emanuel Sarasin,Switzerland,WESTERN EUROPE,8.8
Nicolas Théodore de Saussure,Switzerland,WESTERN EUROPE,8.8
Peter-Josef Schallberger,Switzerland,WESTERN EUROPE,8.8
Josef Scherrer,Switzerland,WESTERN EUROPE,8.8
Jacob Schmidheiny,Switzerland,WESTERN EUROPE,8.8
Nicola Siegrist,Switzerland,WESTERN EUROPE,8.8
André Simonazzi,Switzerland,WESTERN EUROPE,8.8
Vreni Spoerry,Switzerland,WESTERN EUROPE,8.8
Niklaus Friedrich von Steiger,Switzerland,WESTERN EUROPE,8.8
Silvia Steiner,Switzerland,WESTERN EUROPE,8.8
Charles-Alexandre Steinhäuslin,Switzerland,WESTERN EUROPE,8.8
Hansjörg Trachsel,Switzerland,WESTERN EUROPE,8.8
Paul Usteri,Switzerland,WESTERN EUROPE,8.8
Vroni Thalmann-Bieri,Switzerland,WESTERN EUROPE,8.8
Eric Weber,Switzerland,WESTERN EUROPE,8.8
Johann Rudolf Wettstein,Switzerland,WESTERN EUROPE,8.8
Louis Wyrsch,Switzerland,WESTERN EUROPE,8.8
Theodor Ab Yberg,Switzerland,WESTERN EUROPE,8.8
Andrea Zryd,Switzerland,WESTERN EUROPE,8.8
Sebastian Peregrin Zwyer,Switzerland,WESTERN EUROPE,8.8
Ursula Zybach,Switzerland,WESTERN EUROPE,8.8
Adil Arslan,Syria,WESTERN ASIA,23.2
Mohammed Akkad,Syria,WESTERN ASIA,23.2
Sultan al-Atrash,Syria,WESTERN ASIA,23.2
Ayyash Al-Haj,Syria,WESTERN ASIA,23.2
Ghias Barakat,Syria,WESTERN ASIA,23.2
Subhi Bey Barakat,Syria,WESTERN ASIA,23.2
Abdul Qader Barmada,Syria,WESTERN ASIA,23.2
Tawfiq Bay,Syria,WESTERN ASIA,23.2
Ibrahim Biro,Syria,WESTERN ASIA,23.2
Yusuf Franko Coussa,Syria,WESTERN ASIA,23.2
Amir al-Dandal,Syria,WESTERN ASIA,23.2
Abd al-Razzaq al-Dandashi,Syria,WESTERN ASIA,23.2
Ahmad Diyab,Syria,WESTERN ASIA,23.2
Hadad-yith'i,Syria,WESTERN ASIA,23.2
Hisham Marwah,Syria,WESTERN ASIA,23.2
Edmond Al-Homsi,Syria,WESTERN ASIA,23.2
Louay Hussein,Syria,WESTERN ASIA,23.2
Ihsan Al Jabri,Syria,WESTERN ASIA,23.2
Jihad Makdissi,Syria,WESTERN ASIA,23.2
Mohammad Jumah,Syria,WESTERN ASIA,23.2
Sami al-Jundi,Syria,WESTERN ASIA,23.2
Kamal al-Qassab,Syria,WESTERN ASIA,23.2
Kamil Pasha al-Qudsi,Syria,WESTERN ASIA,23.2
Abdul-Aziz al-Khair,Syria,WESTERN ASIA,23.2
Fayez al-Khoury,Syria,WESTERN ASIA,23.2
Mar'i Pasha al-Mallah,Syria,WESTERN ASIA,23.2
Hrant Maloyan,Syria,WESTERN ASIA,23.2
Antun Maqdisi,Syria,WESTERN ASIA,23.2
Mahmoud Ahmad Marei,Syria,WESTERN ASIA,23.2
Muhammad Talab Hilal,Syria,WESTERN ASIA,23.2
Mustafa al-Mousa,Syria,WESTERN ASIA,23.2
Mustafa al-Siba'i,Syria,WESTERN ASIA,23.2
Shukri al-Quwatli,Syria,WESTERN ASIA,23.2
Nasim al-Safarjalani,Syria,WESTERN ASIA,23.2
Salem al-Meslet,Syria,WESTERN ASIA,23.2
Muhammad al-Sufi,Syria,WESTERN ASIA,23.2
Mohammad Farouk Tayfour,Syria,WESTERN ASIA,23.2
Huang Chaoqin,Taiwan,EAST ASIA,23.4
Li Huang,Taiwan,EAST ASIA,23.4
Lin Tze-luen,Taiwan,EAST ASIA,23.4
Liu Yongfu,Taiwan,EAST ASIA,23.4
Chiu Feng-chia,Taiwan,EAST ASIA,23.4
Jay N. Shih,Taiwan,EAST ASIA,23.4
Wu Fang-ming,Taiwan,EAST ASIA,23.4
Wu Heling,Taiwan,EAST ASIA,23.4
Xie Jieshi,Taiwan,EAST ASIA,23.4
Zheng Kezang,Taiwan,EAST ASIA,23.4
Olimzhon Boboyev,Tajikistan,CENTRAL ASIA,10.2
Torokul Dzhanuzakov,Tajikistan,CENTRAL ASIA,10.2
Mahmadali Hayit,Tajikistan,CENTRAL ASIA,10.2
Muhiddin Kabiri,Tajikistan,CENTRAL ASIA,10.2
Umarali Kuvvatov,Tajikistan,CENTRAL ASIA,10.2
Bobo Makhamov,Tajikistan,CENTRAL ASIA,10.2
Maksud Ibragimov,Tajikistan,CENTRAL ASIA,10.2
Nusratullo Maksum,Tajikistan,CENTRAL ASIA,10.2
Abduhalim Nazarzoda,Tajikistan,CENTRAL ASIA,10.2
Alim Sherzamonov,Tajikistan,CENTRAL ASIA,10.2
Shirinsho Shotemur,Tajikistan,CENTRAL ASIA,10.2
Bozor Sobir,Tajikistan,CENTRAL ASIA,10.2
Shukhrat Sultonov,Tajikistan,CENTRAL ASIA,10.2
Nur Tabar,Tajikistan,CENTRAL ASIA,10.2
Timothy Apiyo,Tanzania,EASTERN AFRICA,67.4
Jumaa Aweso,Tanzania,EASTERN AFRICA,67.4
Hussein Bashe,Tanzania,EASTERN AFRICA,67.4
Maurice Henry Dorman,Tanzania,EASTERN AFRICA,67.4
Fundikira III,Tanzania,EASTERN AFRICA,67.4
Josephat Gwajima,Tanzania,EASTERN AFRICA,67.4
Issa Kassim Issa,Tanzania,EASTERN AFRICA,67.4
Bonnah Kaluwa,Tanzania,EASTERN AFRICA,67.4
Michael Kamaliza,Tanzania,EASTERN AFRICA,67.4
Jeremiah Kasambala,Tanzania,EASTERN AFRICA,67.4
Hemed Khamis,Tanzania,EASTERN AFRICA,67.4
Adam Kimbisa,Tanzania,EASTERN AFRICA,67.4
Saed Kubenea,Tanzania,EASTERN AFRICA,67.4
Elias John Kwandikwa,Tanzania,EASTERN AFRICA,67.4
Theddy Ladislaus,Tanzania,EASTERN AFRICA,67.4
Michael C. Latham,Tanzania,EASTERN AFRICA,67.4
Paul Makonda,Tanzania,EASTERN AFRICA,67.4
Julie Manning,Tanzania,EASTERN AFRICA,67.4
Salome Joseph Mbatia,Tanzania,EASTERN AFRICA,67.4
Ruth Hiyob Mollel,Tanzania,EASTERN AFRICA,67.4
Ibrahim Saidi Rashidi Msabaha,Tanzania,EASTERN AFRICA,67.4
Albert Msando,Tanzania,EASTERN AFRICA,67.4
John Mwakangale,Tanzania,EASTERN AFRICA,67.4
Juma Mwapachu,Tanzania,EASTERN AFRICA,67.4
Abdullah Mwinyi,Tanzania,EASTERN AFRICA,67.4
Asanterabi Zephaniah Nsilo Swai,Tanzania,EASTERN AFRICA,67.4
Mateo Qares,Tanzania,EASTERN AFRICA,67.4
Augustino Ramadhani,Tanzania,EASTERN AFRICA,67.4
Catherine Ruge,Tanzania,EASTERN AFRICA,67.4
Festo Sanga,Tanzania,EASTERN AFRICA,67.4
Abdallah Ulega,Tanzania,EASTERN AFRICA,67.4
Mwita Waitara,Tanzania,EASTERN AFRICA,67.4
Akanat Promphan,Thailand,SOUTHEAST ASIA,66.0
Borwornsak Uwanno,Thailand,SOUTHEAST ASIA,66.0
Bunsong Noisophon,Thailand,SOUTHEAST ASIA,66.0
Chada Thaiseth,Thailand,SOUTHEAST ASIA,66.0
Chaithawat Tulathon,Thailand,SOUTHEAST ASIA,66.0
Charoen Suepsaeng,Thailand,SOUTHEAST ASIA,66.0
Chatchawal Kong-udom,Thailand,SOUTHEAST ASIA,66.0
Chob Yodkaew,Thailand,SOUTHEAST ASIA,66.0
Cholnan Srikaew,Thailand,SOUTHEAST ASIA,66.0
Chonthicha Jaengraew,Thailand,SOUTHEAST ASIA,66.0
Chuwit Chitsakul,Thailand,SOUTHEAST ASIA,66.0
Hangthong Thammawattana,Thailand,SOUTHEAST ASIA,66.0
Kasidej Chutimant,Thailand,SOUTHEAST ASIA,66.0
Khrong Chandawong,Thailand,SOUTHEAST ASIA,66.0
Kriangkrai Srirak,Thailand,SOUTHEAST ASIA,66.0
Maris Sangiampongsa,Thailand,SOUTHEAST ASIA,66.0
Mongkol Surasajja,Thailand,SOUTHEAST ASIA,66.0
Natthaphong Ruengpanyawut,Thailand,SOUTHEAST ASIA,66.0
Nukun Prachuapmo,Thailand,SOUTHEAST ASIA,66.0
Padipat Suntiphada,Thailand,SOUTHEAST ASIA,66.0
Pallop Pinmanee,Thailand,SOUTHEAST ASIA,66.0
Phayom Chulanont,Thailand,SOUTHEAST ASIA,66.0
Pichit Chuenban,Thailand,SOUTHEAST ASIA,66.0
Pita Limjaroenrat,Thailand,SOUTHEAST ASIA,66.0
Rangsiman Rome,Thailand,SOUTHEAST ASIA,66.0
Rukchanok Srinork,Thailand,SOUTHEAST ASIA,66.0
Samak Jalikula,Thailand,SOUTHEAST ASIA,66.0
Sang Phathanothai,Thailand,SOUTHEAST ASIA,66.0
Sereepisuth Temeeyaves,Thailand,SOUTHEAST ASIA,66.0
Singsuk Singpai,Thailand,SOUTHEAST ASIA,66.0
So Sethaputra,Thailand,SOUTHEAST ASIA,66.0
Sodsai Rungphothong,Thailand,SOUTHEAST ASIA,66.0
Sophon Suphapong,Thailand,SOUTHEAST ASIA,66.0
Suchatvee Suwansawat,Thailand,SOUTHEAST ASIA,66.0
Surangkana Wayuparb,Thailand,SOUTHEAST ASIA,66.0
Suriya Chindawongse,Thailand,SOUTHEAST ASIA,66.0
Sutin Klungsang,Thailand,SOUTHEAST ASIA,66.0
Teerakiat Jaroensettasin,Thailand,SOUTHEAST ASIA,66.0
Thamanat Prompow,Thailand,SOUTHEAST ASIA,66.0
Tiang Sirikhanth,Thailand,SOUTHEAST ASIA,66.0
Vichien Khaokham,Thailand,SOUTHEAST ASIA,66.0
Luang Wichitwathakan,Thailand,SOUTHEAST ASIA,66.0
Yat Hwaidi,Thailand,SOUTHEAST ASIA,66.0
Jacques Amouzou,Togo,WESTERN AFRICA,9.1
Myriam Dossou D'Almeida,Togo,WESTERN AFRICA,9.1
Issifou Tabiou Taffa,Togo,WESTERN AFRICA,9.1
Kodjo Amegnisso Tossou,Togo,WESTERN AFRICA,9.1
Clément Nyaletsossi Voule,Togo,WESTERN AFRICA,9.1
Sani Yaya,Togo,WESTERN AFRICA,9.1
Solomone Ula Ata,Tonga,OCEANIA,0.1
Shirley Waldemar Baker,Tonga,OCEANIA,0.1
Enele Maʻafu,Tonga,OCEANIA,0.1
Siaosi Tukuʻaho,Tonga,OCEANIA,0.1
Semisi Sika,Tonga,OCEANIA,0.1
Sione Tupou Mateialona,Tonga,OCEANIA,0.1
Siosateki Tonga,Tonga,OCEANIA,0.1
Tevita Tuʻivakano,Tonga,OCEANIA,0.1
Viliami Tupoulahi Mailefihi Tuku'aho,Tonga,OCEANIA,0.1
ʻUluvalu,Tonga,OCEANIA,0.1
Henry Alcazar,Trinidad and Tobago,CARIBBEAN,1.4
James Biggart,Trinidad and Tobago,CARIBBEAN,1.4
Cyrus Prudhomme David,Trinidad and Tobago,CARIBBEAN,1.4
William Demas,Trinidad and Tobago,CARIBBEAN,1.4
Gypsy (calypsonian),Trinidad and Tobago,CARIBBEAN,1.4
Isaac Hope,Trinidad and Tobago,CARIBBEAN,1.4
Rudranath Indarsingh,Trinidad and Tobago,CARIBBEAN,1.4
Martin Joseph,Trinidad and Tobago,CARIBBEAN,1.4
Kenneth Lalla,Trinidad and Tobago,CARIBBEAN,1.4
Emmanuel Mzumbo Lazare,Trinidad and Tobago,CARIBBEAN,1.4
Randall Mitchell,Trinidad and Tobago,CARIBBEAN,1.4
Arnold Piggott,Trinidad and Tobago,CARIBBEAN,1.4
"David Pitt, Baron Pitt of Hampstead",Trinidad and Tobago,CARIBBEAN,1.4
Kevin Ramnarine,Trinidad and Tobago,CARIBBEAN,1.4
Richie Sookhai,Trinidad and Tobago,CARIBBEAN,1.4
Sarran Teelucksingh,Trinidad and Tobago,CARIBBEAN,1.4
Ronald Jay Williams,Trinidad and Tobago,CARIBBEAN,1.4
Hugh Wooding,Trinidad and Tobago,CARIBBEAN,1.4
Habib Achour,Tunisia,NORTHERN AFRICA,11.9
Mekki Aloui,Tunisia,NORTHERN AFRICA,11.9
Ferjani Bel Haj Ammar,Tunisia,NORTHERN AFRICA,11.9
Chedly Ayari,Tunisia,NORTHERN AFRICA,11.9
Mahmoud Ben Ayed,Tunisia,NORTHERN AFRICA,11.9
Mounir Baatour,Tunisia,NORTHERN AFRICA,11.9
Selma Baccar,Tunisia,NORTHERN AFRICA,11.9
Yadh Ben Achour,Tunisia,NORTHERN AFRICA,11.9
Nizar Ben Néji,Tunisia,NORTHERN AFRICA,11.9
Ahmed Ben Salah,Tunisia,NORTHERN AFRICA,11.9
Leila Ben-Gacem,Tunisia,NORTHERN AFRICA,11.9
Mohamed Nejib Berriche,Tunisia,NORTHERN AFRICA,11.9
Khemais Chammari,Tunisia,NORTHERN AFRICA,11.9
Ghazi Chaouachi,Tunisia,NORTHERN AFRICA,11.9
Ali Chaouch,Tunisia,NORTHERN AFRICA,11.9
Mohamed Charfi,Tunisia,NORTHERN AFRICA,11.9
Mohamed Messaoud Chebbi,Tunisia,NORTHERN AFRICA,11.9
Ahmad ibn Abi Diyaf,Tunisia,NORTHERN AFRICA,11.9
Mahmoud Djellouli,Tunisia,NORTHERN AFRICA,11.9
Kamel Feki,Tunisia,NORTHERN AFRICA,11.9
Mohamed Salah Fliss,Tunisia,NORTHERN AFRICA,11.9
Mohamed Ghannouchi,Tunisia,NORTHERN AFRICA,11.9
Rached Ghannouchi,Tunisia,NORTHERN AFRICA,11.9
Sadok Ghileb,Tunisia,NORTHERN AFRICA,11.9
Nebiha Gueddana,Tunisia,NORTHERN AFRICA,11.9
Mezri Haddad,Tunisia,NORTHERN AFRICA,11.9
Radhia Haddad,Tunisia,NORTHERN AFRICA,11.9
Ali Bach Hamba,Tunisia,NORTHERN AFRICA,11.9
Olfa Hamdi,Tunisia,NORTHERN AFRICA,11.9
Mohamed Hechmi Hamdi,Tunisia,NORTHERN AFRICA,11.9
Kamel Idir,Tunisia,NORTHERN AFRICA,11.9
Chaima Issa,Tunisia,NORTHERN AFRICA,11.9
Kamel Jendoubi,Tunisia,NORTHERN AFRICA,11.9
Faten Kallel,Tunisia,NORTHERN AFRICA,11.9
Ibrahim Kassas,Tunisia,NORTHERN AFRICA,11.9
Othman Kechrid,Tunisia,NORTHERN AFRICA,11.9
Omezzine Khelifa,Tunisia,NORTHERN AFRICA,11.9
Khemaïs Ksila,Tunisia,NORTHERN AFRICA,11.9
Slaheddine Maaoui,Tunisia,NORTHERN AFRICA,11.9
Selma Hédia Mabrouk,Tunisia,NORTHERN AFRICA,11.9
Zouhair Maghzaoui,Tunisia,NORTHERN AFRICA,11.9
Seifeddine Makhlouf,Tunisia,NORTHERN AFRICA,11.9
Mohamed Masmoudi,Tunisia,NORTHERN AFRICA,11.9
Mustapha Masmoudi,Tunisia,NORTHERN AFRICA,11.9
Tarak Mekki,Tunisia,NORTHERN AFRICA,11.9
Ahmed Mestiri,Tunisia,NORTHERN AFRICA,11.9
